City,Date,Temperature,MaxTemp,MinTemp,Humidity,Pressure,WindSpeed,WindDirection,WindGusts,Precipitation
Berlin,2025-04-15T01:00:00Z,12.0,19.5,11.6,95.8,1006.0,4.7,45.9,11.5,5.44
Berlin,2025-04-15T02:00:00Z,11.4,19.5,10.9,95.9,1005.0,4.8,48.0,11.9,7.66
Berlin,2025-04-15T03:00:00Z,10.7,19.6,10.3,96.1,1004.0,5.0,50.0,12.2,9.88
Berlin,2025-04-15T04:00:00Z,10.6,19.6,10.2,96.7,1004.0,4.5,49.7,12.2,10.98
Berlin,2025-04-15T05:00:00Z,10.5,19.6,10.1,97.2,1003.0,4.0,49.4,12.2,12.07
Berlin,2025-04-15T06:00:00Z,10.4,19.6,10.0,97.8,1003.0,3.6,49.0,12.2,13.17
Berlin,2025-04-15T07:00:00Z,11.2,19.6,9.9,95.9,1003.0,3.0,33.7,12.2,13.41
Berlin,2025-04-15T08:00:00Z,11.9,19.6,9.9,94.0,1003.0,2.5,2.6,12.2,13.65
Berlin,2025-04-15T09:00:00Z,12.7,19.6,9.9,92.2,1003.0,2.0,322.0,12.2,13.89
Berlin,2025-04-15T10:00:00Z,12.5,19.6,9.9,88.7,1003.0,2.4,313.9,12.2,13.69
Berlin,2025-04-15T11:00:00Z,12.4,19.6,9.9,85.7,1004.0,2.9,308.3,12.2,13.49
Berlin,2025-04-15T12:00:00Z,12.2,19.6,9.9,82.7,1004.0,3.3,304.2,12.2,13.29
Berlin,2025-04-15T13:00:00Z,12.2,19.4,9.9,80.8,1005.0,3.4,306.0,12.2,13.13
Berlin,2025-04-15T14:00:00Z,12.1,19.3,10.0,79.1,1006.0,3.5,307.6,12.2,12.96
Berlin,2025-04-15T15:00:00Z,12.0,19.2,10.0,77.3,1006.0,3.5,309.2,12.2,12.8
Berlin,2025-04-15T16:00:00Z,11.6,18.3,10.0,77.7,1007.0,3.3,315.7,12.2,12.8
Berlin,2025-04-15T17:00:00Z,11.2,17.4,10.1,78.1,1007.0,3.1,323.2,12.2,12.8
Berlin,2025-04-15T18:00:00Z,10.8,16.5,10.1,78.5,1008.0,2.9,331.7,12.2,12.8
Berlin,2025-04-15T19:00:00Z,10.1,15.7,9.8,81.1,1008.0,2.4,339.8,12.2,12.61
Berlin,2025-04-15T20:00:00Z,9.4,14.9,9.1,83.9,1009.0,2.0,352.2,12.2,12.43
Berlin,2025-04-15T21:00:00Z,8.7,14.2,8.4,86.7,1009.0,1.6,11.1,12.2,12.25
Berlin,2025-04-15T22:00:00Z,8.0,13.8,7.7,88.5,1009.0,1.6,24.9,12.2,11.72
Berlin,2025-04-15T23:00:00Z,7.3,13.4,7.0,90.4,1009.0,1.6,38.8,12.2,11.19
Berlin,2025-04-16T00:00:00Z,6.7,13.0,6.4,92.3,1010.0,1.6,51.5,12.2,10.67
Berlin,2025-04-16T01:00:00Z,6.7,13.0,6.4,91.9,1010.0,1.8,58.0,12.2,8.45
Berlin,2025-04-16T02:00:00Z,6.7,13.0,6.4,91.6,1010.0,1.9,63.9,12.2,6.23
Berlin,2025-04-16T03:00:00Z,6.8,13.0,6.4,91.2,1010.0,2.0,69.2,12.2,4.01
Berlin,2025-04-16T04:00:00Z,6.8,13.0,6.4,90.8,1010.0,2.1,73.8,11.2,2.91
Berlin,2025-04-16T05:00:00Z,6.8,13.0,6.4,90.4,1010.0,2.2,77.9,10.2,1.82
Berlin,2025-04-16T06:00:00Z,6.9,13.0,6.4,90.0,1010.0,2.3,81.5,9.1,0.72
Berlin,2025-04-16T07:00:00Z,8.5,13.0,6.4,84.8,1010.0,2.5,80.3,7.4,0.48
Berlin,2025-04-16T08:00:00Z,10.1,13.0,6.4,80.0,1010.0,2.6,79.1,6.8,0.24
Berlin,2025-04-16T09:00:00Z,11.7,13.0,6.4,75.6,1009.0,2.7,78.1,6.8,0.0
Berlin,2025-04-16T10:00:00Z,13.3,13.7,6.4,71.5,1009.0,2.9,77.2,6.8,0.0
Berlin,2025-04-16T11:00:00Z,14.9,15.4,6.3,67.6,1009.0,3.0,76.4,6.8,0.0
Berlin,2025-04-16T12:00:00Z,16.5,17.1,6.2,64.1,1009.0,3.1,75.6,6.8,0.0
Berlin,2025-04-16T13:00:00Z,16.5,17.1,6.2,65.4,1009.0,3.2,73.8,6.8,0.0
Berlin,2025-04-16T14:00:00Z,16.4,17.1,6.2,66.7,1008.0,3.3,72.0,7.0,0.0
Berlin,2025-04-16T15:00:00Z,16.3,17.1,6.2,68.1,1008.0,3.3,70.3,7.6,0.0
Berlin,2025-04-16T16:00:00Z,16.2,17.1,6.2,69.5,1008.0,3.4,68.7,8.2,0.0
Berlin,2025-04-16T17:00:00Z,16.1,17.1,6.2,70.9,1008.0,3.5,67.2,8.9,0.0
Berlin,2025-04-16T18:00:00Z,16.0,17.1,6.2,72.3,1008.0,3.5,65.7,9.6,0.0
Berlin,2025-04-16T19:00:00Z,15.6,17.1,6.2,74.1,1007.0,3.7,66.8,10.2,0.0
Berlin,2025-04-16T20:00:00Z,15.2,17.1,6.2,76.0,1007.0,3.8,67.9,10.7,0.0
Berlin,2025-04-16T21:00:00Z,14.8,17.1,6.2,77.9,1007.0,4.0,68.9,11.3,0.0
Berlin,2025-04-16T22:00:00Z,14.3,17.1,6.2,79.9,1007.0,4.1,69.8,11.9,0.0
Berlin,2025-04-16T23:00:00Z,13.9,17.1,6.2,81.9,1007.0,4.3,70.6,12.4,0.0
London,2025-04-10T00:00:00Z,6.1,14.0,3.2,76.1,1033.0,2.5,38.7,8.5,0.0
London,2025-04-10T01:00:00Z,5.7,14.0,3.2,76.3,1033.0,1.9,35.2,8.5,0.0
London,2025-04-10T02:00:00Z,5.4,14.0,3.2,78.8,1032.0,1.5,5.8,8.5,0.0
London,2025-04-10T03:00:00Z,5.4,14.0,3.2,79.7,1032.0,2.7,30.8,8.5,0.0
London,2025-04-10T04:00:00Z,5.6,14.0,3.2,79.9,1032.0,2.9,49.8,8.5,0.0
London,2025-04-10T05:00:00Z,5.2,14.0,3.2,83.4,1032.0,2.4,37.0,8.5,0.0
London,2025-04-10T06:00:00Z,5.3,13.9,3.2,83.7,1032.0,2.2,34.4,8.5,0.0
London,2025-04-10T07:00:00Z,6.5,13.9,4.4,77.0,1032.0,2.5,47.5,8.5,0.0
London,2025-04-10T08:00:00Z,8.4,13.9,4.8,68.5,1032.0,3.1,37.6,8.5,0.0
London,2025-04-10T09:00:00Z,10.2,13.9,4.8,60.9,1032.0,2.5,47.4,8.5,0.0
London,2025-04-10T10:00:00Z,11.5,13.9,4.8,57.1,1032.0,2.8,57.5,8.1,0.0
London,2025-04-10T11:00:00Z,12.8,13.9,4.8,53.4,1032.0,2.7,45.0,8.0,0.0
London,2025-04-10T12:00:00Z,14.1,14.6,4.8,49.9,1031.0,2.2,48.3,8.0,0.0
London,2025-04-10T13:00:00Z,15.2,15.7,4.7,47.1,1031.0,1.1,64.0,8.0,0.0
London,2025-04-10T14:00:00Z,16.0,16.6,4.7,45.3,1030.0,0.9,40.1,8.0,0.0
London,2025-04-10T15:00:00Z,16.5,17.1,4.6,44.3,1029.0,1.3,51.7,8.0,0.0
London,2025-04-10T16:00:00Z,16.6,17.2,4.6,45.0,1029.0,1.4,51.4,8.0,0.0
London,2025-04-10T17:00:00Z,16.4,17.2,4.6,46.7,1028.0,1.0,29.1,7.4,0.0
London,2025-04-10T18:00:00Z,15.8,17.2,4.6,49.8,1028.0,1.1,20.8,7.4,0.0
London,2025-04-10T19:00:00Z,14.9,17.2,4.6,54.8,1028.0,1.2,32.8,7.4,0.0
London,2025-04-10T20:00:00Z,14.0,17.2,4.6,59.6,1028.0,0.8,38.2,7.4,0.0
London,2025-04-10T21:00:00Z,13.3,17.2,4.6,62.9,1028.0,0.4,53.5,7.0,0.0
London,2025-04-10T22:00:00Z,12.4,17.2,4.6,70.7,1028.0,0.1,262.1,7.0,0.0
London,2025-04-10T23:00:00Z,11.4,17.2,4.6,72.5,1028.0,0.2,240.8,7.0,0.0
London,2025-04-11T00:00:00Z,10.6,17.2,4.6,75.9,1027.0,0.8,221.1,7.0,0.0
London,2025-04-11T01:00:00Z,9.7,17.2,4.6,81.2,1027.0,1.0,241.1,6.4,0.0
London,2025-04-11T02:00:00Z,8.9,17.2,4.6,85.5,1026.0,1.2,254.2,6.4,0.0
London,2025-04-11T03:00:00Z,8.2,17.2,4.6,89.4,1026.0,1.4,237.8,6.4,0.0
London,2025-04-11T04:00:00Z,7.5,17.2,4.6,93.1,1026.0,1.6,234.6,6.4,0.0
London,2025-04-11T05:00:00Z,6.9,17.2,4.6,96.3,1026.0,1.6,245.0,6.2,0.0
London,2025-04-11T06:00:00Z,6.9,17.1,4.6,97.4,1025.0,1.6,256.4,5.8,0.0
London,2025-04-11T07:00:00Z,8.2,17.1,5.9,89.7,1025.0,1.0,260.6,5.6,0.0
London,2025-04-11T08:00:00Z,10.5,17.1,6.3,76.3,1025.0,0.7,261.4,5.1,0.0
London,2025-04-11T09:00:00Z,13.1,17.1,6.3,59.8,1025.0,0.7,263.8,4.6,0.0
London,2025-04-11T10:00:00Z,15.6,17.1,6.3,45.1,1024.0,0.9,261.8,3.7,0.0
London,2025-04-11T11:00:00Z,17.7,18.3,6.3,35.5,1024.0,0.8,269.3,3.7,0.0
London,2025-04-11T12:00:00Z,19.3,20.0,6.3,29.7,1023.0,0.7,279.9,3.7,0.0
London,2025-04-11T13:00:00Z,20.5,21.2,6.2,26.7,1023.0,0.4,291.9,3.7,0.0
London,2025-04-11T14:00:00Z,21.3,22.0,6.1,25.0,1022.0,0.3,337.5,3.7,0.0
London,2025-04-11T15:00:00Z,21.6,22.3,6.1,24.4,1021.0,0.6,29.5,3.7,0.0
London,2025-04-11T16:00:00Z,21.4,22.3,6.1,25.6,1020.0,1.4,51.2,3.7,0.0
London,2025-04-11T17:00:00Z,20.6,22.3,6.1,28.9,1020.0,2.3,67.1,3.7,0.0
London,2025-04-11T18:00:00Z,19.4,22.3,6.1,34.6,1019.0,2.5,87.5,4.2,0.0
London,2025-04-11T19:00:00Z,17.9,22.3,6.1,45.1,1019.0,2.6,101.6,4.8,0.0
London,2025-04-11T20:00:00Z,16.2,22.3,6.1,50.9,1019.0,2.8,101.9,5.6,0.0
London,2025-04-11T21:00:00Z,14.9,22.3,6.1,61.0,1019.0,2.1,118.0,5.6,0.0
London,2025-04-11T22:00:00Z,13.8,22.3,6.1,72.4,1019.0,1.3,132.3,5.6,0.0
London,2025-04-11T23:00:00Z,12.9,22.3,6.1,77.2,1018.0,1.2,108.3,5.6,0.0
London,2025-04-12T00:00:00Z,11.9,22.3,6.1,80.4,1018.0,1.4,98.9,5.6,0.0
London,2025-04-12T01:00:00Z,11.0,22.3,6.1,82.2,1017.0,1.6,93.4,5.6,0.0
London,2025-04-12T02:00:00Z,10.0,22.3,6.1,84.1,1016.0,1.8,89.2,5.6,0.0
London,2025-04-12T03:00:00Z,9.0,22.3,6.1,86.1,1015.0,2.1,86.1,5.6,0.0
London,2025-04-12T04:00:00Z,8.5,22.3,6.1,89.1,1015.0,2.2,81.4,6.0,0.0
London,2025-04-12T05:00:00Z,8.1,22.3,6.1,92.2,1014.0,2.3,77.2,6.5,0.0
London,2025-04-12T06:00:00Z,7.6,22.3,6.1,95.4,1013.0,2.4,73.4,7.0,0.0
London,2025-04-12T07:00:00Z,9.6,22.3,6.8,84.2,1013.0,2.4,75.2,7.6,0.0
London,2025-04-12T08:00:00Z,11.6,22.3,6.8,74.4,1012.0,2.3,77.1,8.3,0.0
London,2025-04-12T09:00:00Z,13.6,22.3,6.8,65.9,1011.0,2.2,79.1,8.9,0.0
London,2025-04-12T10:00:00Z,15.3,22.3,6.8,60.0,1010.0,2.6,96.1,8.9,0.0
London,2025-04-12T11:00:00Z,17.1,22.3,6.8,54.7,1009.0,2.9,109.6,8.9,0.0
London,2025-04-12T12:00:00Z,18.8,22.3,6.8,49.9,1008.0,3.2,119.6,8.9,0.0
London,2025-04-12T13:00:00Z,18.8,22.3,6.8,49.0,1007.0,3.2,129.5,8.9,0.0
London,2025-04-12T14:00:00Z,18.7,22.3,6.8,48.1,1006.0,3.2,139.9,8.9,0.0
London,2025-04-12T15:00:00Z,18.7,22.3,6.8,47.2,1005.0,3.2,150.0,8.9,0.0
London,2025-04-12T16:00:00Z,18.0,22.1,6.8,50.3,1004.0,3.0,157.0,8.9,0.0
London,2025-04-12T17:00:00Z,17.4,21.3,6.9,53.6,1003.0,2.8,165.1,8.9,0.0
London,2025-04-12T18:00:00Z,16.7,20.1,6.9,57.0,1003.0,2.6,174.2,8.9,0.0
London,2025-04-12T19:00:00Z,16.0,19.4,6.9,61.0,1003.0,2.5,182.0,8.9,0.0
London,2025-04-12T20:00:00Z,15.2,19.4,6.9,65.4,1002.0,2.4,190.8,8.9,0.0
London,2025-04-12T21:00:00Z,14.4,19.4,6.9,70.2,1002.0,2.3,200.4,8.9,0.0
London,2025-04-12T22:00:00Z,13.9,19.4,6.9,74.4,1002.0,2.2,209.0,8.9,0.0
London,2025-04-12T23:00:00Z,13.3,19.4,6.9,78.8,1001.0,2.2,218.2,8.9,0.0
London,2025-04-13T00:00:00Z,12.7,19.4,6.9,83.4,1001.0,2.1,227.5,8.9,0.0
London,2025-04-13T01:00:00Z,12.1,19.4,6.9,85.8,1000.0,2.2,234.1,8.9,0.0
London,2025-04-13T02:00:00Z,11.5,19.4,6.9,88.2,1000.0,2.3,240.2,8.9,0.0
London,2025-04-13T03:00:00Z,10.9,19.4,6.9,90.8,1000.0,2.4,245.8,8.9,0.0
London,2025-04-13T04:00:00Z,10.6,19.4,6.9,90.2,1000.0,2.3,242.2,8.9,0.1
London,2025-04-13T05:00:00Z,10.3,19.4,6.9,89.6,1000.0,2.2,238.1,8.9,0.2
London,2025-04-13T06:00:00Z,9.9,19.4,6.9,89.1,1000.0,2.1,233.7,8.9,0.3
London,2025-04-13T07:00:00Z,11.0,19.3,9.0,82.6,1001.0,2.4,243.5,8.9,0.3
London,2025-04-13T08:00:00Z,12.1,19.3,9.4,76.7,1001.0,2.8,250.8,8.9,0.3
London,2025-04-13T09:00:00Z,13.2,19.3,9.4,71.2,1001.0,3.2,256.3,8.9,0.3
London,2025-04-13T10:00:00Z,14.3,19.3,9.4,62.3,1001.0,3.4,257.0,8.3,0.3
London,2025-04-13T11:00:00Z,15.5,19.3,9.4,54.6,1002.0,3.6,257.5,8.3,0.3
London,2025-04-13T12:00:00Z,16.6,19.2,9.4,47.9,1002.0,3.8,258.1,8.3,0.3
London,2025-04-13T13:00:00Z,16.9,19.2,9.4,44.9,1002.0,4.4,256.5,7.8,0.3
London,2025-04-13T14:00:00Z,17.2,19.2,9.4,42.1,1001.0,4.9,255.4,8.5,0.3
London,2025-04-13T15:00:00Z,17.5,19.1,9.5,39.5,1001.0,5.5,254.4,9.5,0.3
London,2025-04-13T16:00:00Z,16.5,18.5,9.5,39.1,1002.0,5.3,256.9,9.5,0.3
London,2025-04-13T17:00:00Z,15.5,17.9,9.5,38.8,1002.0,5.2,259.5,9.5,0.3
London,2025-04-13T18:00:00Z,14.5,17.9,9.5,38.5,1003.0,5.0,262.3,9.5,0.3
London,2025-04-13T19:00:00Z,13.4,17.9,9.5,42.5,1004.0,4.6,261.8,9.5,0.3
London,2025-04-13T20:00:00Z,12.3,17.9,9.5,46.8,1004.0,4.3,261.2,9.5,0.3
London,2025-04-13T21:00:00Z,11.3,17.9,9.5,51.7,1005.0,3.9,260.5,9.5,0.3
London,2025-04-13T22:00:00Z,10.4,17.9,9.5,56.3,1006.0,3.6,258.4,9.5,0.3
London,2025-04-13T23:00:00Z,9.5,17.9,9.0,61.4,1006.0,3.2,255.9,9.5,0.3
London,2025-04-14T00:00:00Z,8.6,18.0,8.1,66.9,1007.0,2.9,252.8,9.5,0.3
London,2025-04-14T01:00:00Z,7.9,18.0,7.4,71.5,1007.0,2.7,246.7,9.5,0.3
London,2025-04-14T02:00:00Z,7.2,18.0,6.7,76.5,1007.0,2.5,239.6,9.5,0.3
London,2025-04-14T03:00:00Z,6.6,18.1,6.0,81.7,1007.0,2.3,231.4,9.5,0.3
London,2025-04-14T04:00:00Z,6.3,18.1,5.8,82.9,1008.0,2.3,224.8,9.5,0.2
London,2025-04-14T05:00:00Z,6.1,18.1,5.5,84.1,1008.0,2.3,218.1,9.5,0.1
London,2025-04-14T06:00:00Z,5.8,18.1,5.2,85.3,1008.0,2.3,211.4,9.5,0.0
London,2025-04-14T07:00:00Z,7.8,18.1,5.1,73.5,1008.0,3.0,216.0,9.5,0.0
London,2025-04-14T08:00:00Z,9.8,18.1,5.1,63.4,1009.0,3.7,218.9,9.5,0.0
London,2025-04-14T09:00:00Z,11.9,18.1,5.1,54.9,1009.0,4.3,220.8,9.5,0.0
London,2025-04-14T10:00:00Z,12.3,18.1,5.1,55.7,1009.0,4.3,218.4,9.5,0.0
London,2025-04-14T11:00:00Z,12.7,18.1,5.1,56.5,1009.0,4.3,216.0,9.5,0.0
London,2025-04-14T12:00:00Z,13.1,18.1,5.1,57.3,1009.0,4.3,213.6,9.5,0.0
London,2025-04-14T13:00:00Z,13.5,18.1,5.1,55.1,1008.0,4.3,214.1,9.5,0.0
London,2025-04-14T14:00:00Z,13.9,18.1,5.1,53.1,1008.0,4.3,214.7,9.5,0.0
London,2025-04-14T15:00:00Z,14.3,18.1,5.2,51.1,1008.0,4.3,215.2,9.5,0.0
London,2025-04-14T16:00:00Z,13.8,17.1,5.2,52.5,1008.0,4.2,214.2,9.4,0.0
London,2025-04-14T17:00:00Z,13.4,16.0,5.3,53.9,1008.0,4.1,213.1,9.3,0.0
London,2025-04-14T18:00:00Z,12.9,14.9,5.3,55.5,1008.0,4.0,212.0,9.2,0.0
London,2025-04-14T19:00:00Z,11.8,14.7,5.3,63.3,1008.0,3.6,207.3,9.0,0.0
London,2025-04-14T20:00:00Z,10.7,14.7,5.3,72.2,1008.0,3.1,201.3,9.0,0.0
London,2025-04-14T21:00:00Z,9.7,14.7,5.3,82.5,1009.0,2.7,193.4,8.9,0.0
London,2025-04-14T22:00:00Z,9.2,14.7,5.3,84.5,1008.0,2.3,194.1,8.5,0.0
London,2025-04-14T23:00:00Z,8.7,14.7,5.3,86.7,1008.0,1.8,195.2,8.5,0.0
London,2025-04-15T00:00:00Z,8.2,14.7,5.3,88.9,1008.0,1.4,197.1,8.5,0.0
London,2025-04-15T01:00:00Z,8.0,14.7,5.3,87.7,1007.0,1.6,167.0,8.5,0.0
London,2025-04-15T02:00:00Z,7.7,14.7,5.3,86.5,1007.0,1.9,140.9,8.5,0.0
London,2025-04-15T03:00:00Z,7.5,14.7,5.3,85.4,1006.0,2.1,124.8,8.5,0.0
London,2025-04-15T04:00:00Z,7.5,14.7,5.3,82.6,1006.0,2.2,126.0,8.5,0.0
London,2025-04-15T05:00:00Z,7.6,14.7,5.3,79.9,1006.0,2.4,127.0,8.5,0.0
London,2025-04-15T06:00:00Z,7.6,14.6,5.3,77.2,1005.0,2.6,128.0,8.5,0.0
London,2025-04-15T07:00:00Z,9.5,14.6,7.2,69.2,1005.0,2.7,130.0,8.7,0.0
London,2025-04-15T08:00:00Z,11.5,14.6,7.2,62.1,1004.0,2.9,131.8,9.2,0.0
London,2025-04-15T09:00:00Z,13.4,14.6,7.2,55.8,1004.0,3.0,133.4,9.8,0.0
London,2025-04-15T10:00:00Z,14.2,14.6,7.2,49.6,1003.0,3.7,135.1,9.8,0.0
London,2025-04-15T11:00:00Z,15.0,15.4,7.2,43.9,1003.0,4.4,136.3,9.8,0.0
London,2025-04-15T12:00:00Z,15.8,16.3,7.1,38.9,1002.0,5.1,137.1,9.8,0.0
London,2025-04-15T13:00:00Z,15.8,16.3,7.1,39.5,1001.0,5.0,132.2,9.8,0.0
London,2025-04-15T14:00:00Z,15.8,16.3,7.1,40.1,1000.0,5.0,127.1,9.8,0.0
London,2025-04-15T15:00:00Z,15.7,16.3,7.1,40.8,999.0,4.9,121.8,9.8,0.0
London,2025-04-15T16:00:00Z,14.5,16.3,7.1,49.6,999.0,4.7,111.6,10.1,0.6
London,2025-04-15T17:00:00Z,13.3,16.3,7.1,60.3,998.0,4.5,100.0,10.7,1.2
London,2025-04-15T18:00:00Z,12.1,16.3,7.1,73.2,997.0,4.3,87.9,11.3,1.8
London,2025-04-15T19:00:00Z,11.9,16.3,7.1,76.9,997.0,4.4,94.1,12.0,2.19
London,2025-04-15T20:00:00Z,11.6,16.3,7.1,80.7,996.0,4.4,100.3,12.6,2.58
London,2025-04-15T21:00:00Z,11.3,16.3,7.1,84.7,995.0,4.4,106.5,13.2,2.97
London,2025-04-15T22:00:00Z,10.6,16.3,7.1,85.3,994.0,4.9,127.9,13.9,2.97
London,2025-04-15T23:00:00Z,10.0,16.3,7.1,86.0,993.0,5.3,147.3,14.6,2.97
London,2025-04-16T00:00:00Z,9.3,16.3,7.1,86.6,992.0,5.8,161.7,15.2,2.97
London,2025-04-16T01:00:00Z,9.0,16.3,7.1,84.9,993.0,5.6,167.6,15.2,2.97
London,2025-04-16T02:00:00Z,8.6,16.3,7.1,83.1,995.0,5.4,174.3,15.2,2.97
London,2025-04-16T03:00:00Z,8.2,16.3,7.1,81.3,996.0,5.2,181.7,15.2,2.97
London,2025-04-16T04:00:00Z,7.9,16.3,7.1,79.5,998.0,5.0,189.8,15.2,2.97
London,2025-04-16T05:00:00Z,7.5,16.3,7.1,77.8,999.0,4.9,198.2,15.2,2.97
London,2025-04-16T06:00:00Z,7.1,16.3,6.7,76.1,1001.0,4.7,206.7,15.2,2.97
London,2025-04-16T07:00:00Z,8.2,16.3,6.6,67.4,1001.0,4.9,208.0,15.2,2.97
London,2025-04-16T08:00:00Z,9.3,16.3,6.6,59.7,1002.0,5.0,209.3,15.2,2.97
London,2025-04-16T09:00:00Z,10.3,16.3,6.6,52.8,1002.0,5.2,210.5,15.2,2.97
London,2025-04-16T10:00:00Z,11.4,16.3,6.6,46.9,1003.0,5.4,211.5,15.2,2.97
London,2025-04-16T11:00:00Z,12.4,16.3,6.6,41.6,1003.0,5.6,212.6,15.2,2.97
London,2025-04-16T12:00:00Z,13.5,16.3,6.6,36.9,1004.0,5.8,213.5,15.2,2.97
London,2025-04-16T13:00:00Z,13.3,16.2,6.7,38.0,1004.0,5.5,217.2,15.2,2.97
London,2025-04-16T14:00:00Z,13.1,16.2,6.7,39.1,1005.0,5.2,221.5,15.2,2.97
London,2025-04-16T15:00:00Z,13.0,16.2,6.7,40.3,1006.0,4.9,226.5,15.2,2.97
London,2025-04-16T16:00:00Z,12.8,15.0,6.8,41.5,1006.0,4.6,232.1,15.2,2.37
London,2025-04-16T17:00:00Z,12.6,13.9,6.8,42.7,1007.0,4.3,238.4,15.2,1.77
London,2025-04-16T18:00:00Z,12.4,13.9,6.8,43.9,1007.0,4.0,245.4,15.2,1.17
London,2025-04-16T19:00:00Z,11.6,13.9,6.8,48.0,1008.0,3.6,248.0,15.2,0.78
London,2025-04-16T20:00:00Z,10.8,13.9,6.8,52.4,1009.0,3.1,251.4,15.2,0.39
London,2025-04-16T21:00:00Z,10.0,13.9,6.8,57.2,1010.0,2.7,256.2,15.2,0.0
London,2025-04-16T22:00:00Z,9.2,13.9,6.8,62.4,1010.0,2.3,263.0,15.2,0.0
London,2025-04-16T23:00:00Z,8.4,13.9,6.8,68.2,1011.0,1.8,273.3,15.2,0.0
